Nats Rank,State,School,UT-Austin,Rickards,Palatine,Boyceville,Seven Lakes,Dick Smith,Raymond Park,BirdSO Mini,Fairfax,Westlake,SONI,Camas,Rice,Carnegie-Mellon,Solon IP,Solon Sat,SOLVI,UC Davis,Duke,Ohio State,MIT,UChicago,North Pocono IP,North Pocono Sat,Cornell,High Desert,SOAPS,Princeton,Mentor,Yale,San Marino,Golden Gate,BirdSO Sat,UMSO,SOUP,Northwestern,Mt. Vernon,LA Tech,Mason,Louisville,Lexington
,NY,Saint Anthony's H.S. NY,,,,,,,,,,8.879302977,,,,,,,4.111335195,,,,,,,,,,,,,,,,,,,,,,,,
,TX,Cypress Falls H.S. TX,5.716643312,,,,8.525487453,,,,,,,,5.733567138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NC,Northern Guilford H.S. NC,,,,,,,,,,,8.822829613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Buffalo Grove H.S. IL,,,3.919596888,,,,,,,,,,,,,,7.428435182,,,,,,,,,,,,,,,,8.197371403,,,,,,,,
,CA,Temecula Valley H.S. CA,,3.850124541,,,,,,6.358745369,,,8.103133802,,,,,,,,,,,,,,,,,,,,,,4.827340937,,,,,,,,
,OH,Thomas Worthington H.S. OH,,,,,,,,,,7.959257898,,,,,,,,,,7.697340695,,,,,,,,,,,,,,,,,,,,,
,CT,Joseph A. Foran H.S. CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.734288415,,,,,,,,,,,
,OH,St. Xavier H.S. OH,,,,,,,,,,,,,,,,,,,,8.699639382,,,,,,,,,,,,,,,,,,,,,
,CA,"College Prep Oakland, CA",,,,5.142011764,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.69388487,,,,,,,,,
,NY,"John Jay H.S. Hopewell Junction, NY",,,,,,,8.661668693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MD,"Reservoir H.S. Fulton, MD",,,,,,,,,,,8.627387185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,East Bay Innovation Academy CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.580074014,,,,,,,,,
,WA,North Creek H.S. WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.569979194,,,,,,,,
,MI,Skyline H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.527494518,,,,,,,
,CA,Sage Hill H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.450398089,,,,,,,,
,CA,Riverside STEM H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,8.336387486,,,,,,,,,,,,,,,,
,OH,Columbus Academy OH,,,,,,,,,,,,,,,,,,,,8.326918708,,,,,,,,,,,,,,,,,,,,,
,CA,Saratoga H.S. CA,,,,,,,,,,,8.272518258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WA,Redmond H.S. WA,,,,,,,,8.226460536,,,,6.328287532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA,Westborough H.S. MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.225947529,,,,,
,IN,Mount Vernon H.S. IN,,,,8.176092055,,,,,,,,,,,,,,,2.724650591,,,,,,,,,,,,,,,,,,,,,,
,MA,Winthrop H.S. MA,,,,,,,,,,,,,,,,,,,,,8.160427767,,,,,,,,,,,,,,,,,,,,
,NJ,Edison H.S. NJ,,,,,,,,,,,,,,,,,,,,,,,,,,8.152651983,,,,,,,,,,,,,,,
,OH,Mars Hill Academy OH,,,,,,,,,,6.173101463,,,,,,,,,,,,,,,,,,,8.135514815,,,,,,,,,,,,
,MI,Dansville H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.105206451,,,,,,,
,OH,Avon Lake H.S. OH,,,,,,,,,,,,,,,8.097723397,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Oak Park and River Forest H.S. IL,,,8.09247952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OH,Piqua H.S. OH,,,,,,,,,,7.595448535,,,,,,,,,,6.863359159,,,,,,,,,,,,,,,,,,,,,
,OR,St. Mary's Academy OR,,,,,,,,,,,,8.063893817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Mundelein H.S. IL,,,3.853265248,,,,,,,,,,,,,,,,,,,3.64759728,,,,,,,,,,,,,,8.04039984,,,,,
,IL,Lyons Township H.S. IL,,,5.698799571,,,,,,,,7.210193698,,,,,,,,,,,5.156669606,,,,,,,,,,,,,,,,,,,
,NC,Simon G. Atkins Academic and Technology H.S. NC,,,,,,,7.956193415,,,,,,,,,,,,5.793889345,,,,,,,,,,,,,,,,,,,,,,
,CA,"Larchmont Charter School Los Angeles, CA",,,,,,,,5.643295259,,,,,,,,,,,,,,,,,,,,,,,7.432715823,,4.827340937,,,,,,,,
,PA,Farmington H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,7.929520348,,,,,,,,,,,,,,,,,
,MD,"Oakland Mills H.S. Columbia, MD",,,,,,,,,,,,,,,,,,,,,,,,,,,,4.600364578,,,,,,,7.919450017,,,,,,
,CA,"Cupertino H.S. Cupertino, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,6.222678577,,,,,7.828120439,,,,,,,,
,MI,Forest Hills Northern H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.89928517,,,,,,,,
,PA,Scranton Preparatory School PA,,,,,,,,,,,,,,,,,,,,,,,7.894704833,,,,,,,,,,,,,,,,,,
,CA,Tracy H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.893045608,,,,,,,,
,CA,Oakdale H.S. CA,,,,,,,,,,,4.904315242,,,,,,,5.087953885,,,,,,,,,,,,,,7.645885787,,,,,,,,,
,PA,Central H.S. PA,,4.787773919,,,,3.627252312,,,,,6.638606373,,,,,,,,,,,,,,,,,5.782304401,,,,,,,,,,,,,
,NC,The Early College at Guilford NC,,,,7.104861863,,,,,,,,,,,,,,,6.840008255,,,,,,,,,,,,,,,,,,,,,,
,NJ,"Randolph H.S. Randolph, NJ",,,,,,,,,,,,,,,,,,,,,,,,,,6.983759956,,6.960181223,,,,,,,,,,,,,
,NE,"Lincoln Science Focus Program H.S. Lincoln, NE",,,,4.971290858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.737201502,,,,,,,,
,WI,Hudson H.S. WI,,,,7.716973039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VA,"James Madison H.S. Vienna, VA",,,,,,,,,2.766319782,,,,,,,,,,7.710068013,,,,,,,,,,,,,,,,,,,,,,
,CA,"Quartz Hill H.S. Lancaster, CA",,,,,,,,,,,7.689216281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Prairie Ridge H.S. IL,,,4.245122731,,,,,,,,7.672385602,,,,,,,,,,,3.69384257,,,,,,,,,,,,,,,,,,,
,CA,Pacific Academy Irvine CA,,,,,,,,,,,7.655628441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MN,"Woodbury H.S. Woodbury, MN",,,,7.19144441,,,,,,,,,,,,,6.4510095,,,,,,,,,,,,,,,,,,,,,,,,
,CA,"Crean Lutheran H.S. Irvine, CA",,,,,,,,5.036178453,,,6.396321469,,,,,,,,,,,,,,,,,,,,,,5.974646182,,,,,,,,
,IL,Barrington H.S. IL,,,7.624421344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MI,Hamilton H.S. MI,,,,,,,,,,,,,,,,,7.586486994,,,,,,,,4.858922992,,,,,2.449637612,,,,,,,,,,,
,PA,Kutztown H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.547277749,,,,,,,,
,OH,Lebanon H.S. OH,,,,,,,,,,,,,,,,,,,,6.963962144,,,,,,,,,,,,,,,,6.485963176,,,,,
,NY,"West Babylon Senior H.S. West Babylon, NY",,,,,,4.911371255,,,,,7.512642117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NY,Vestal H.S. NY,,,,,,,,,,,,,,,,,,,,,,,,,,7.486481976,,,,,,,,,,,,,,,
,SC,Academic Magnet H.S. SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.457161,,,,,,,,
,PA,Honesdale H.S. PA,,,,,,,,,,,,,,,,,,,,,,,7.45611012,,,,,,,,,,,,,,,,,,
,WA,Inglemoor H.S. WA,,,,,,,,,,,7.248534462,,,,,,,,,,,,,,,,,,,6.010451049,,,,,,,,,,,
,CA,"Edgewood H.S. West Covina, CA",,,,,,,,,,,7.426237637,,,,,,,,,,,,,,3.626061934,,,,,,,,,,,,,,,,
,CA,Polytechnic Upper School CA,,3.156066215,,,,,,,,,,,,,,,,,,,,,,,1.369261713,,,,,,,,7.399182332,,,,,,,,
,IL,Naperville Central H.S. IL,,,7.3882667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA,Longmeadow H.S. MA,,,,,,,,,,,,,,,,,,,2.393587336,7.359505605,,,,,,,,,,,,,,,,,,,,,
,TX,Brazoswood H.S. TX,,,,,7.354889435,,,,,,,,1.90022096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CO,Cheyenne Mountain H.S. CO,,,,,,,,,,,7.337407044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Glenbrook South H.S. IL,,,7.323457343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OH,Shaker Heights H.S. OH,,,,,,,,,,,,,,,,,,,,7.271892443,,,,,,,,,,,,,,,,,,,,,
,IL,Grayslake North H.S. IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.249987652,,,,,
,TX,Bellville H.S. TX,4.047181106,,,,5.677974644,,,,,,6.124884961,,3.41354126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA,South High Community School MA,,,,,,,,,,,7.212313096,,,,,,,,,,,,,,,,,,,2.449637612,,,,,,,,,,,
,CA,Buchanan H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.188917798,,,,,,,,
,PA,"Mt. Lebanon H.S. Pittsburgh, PA",,,,,,5.765169238,,,,,,,,6.952998084,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NJ,Manalapan H.S. NJ,,,,,,,,6.045891968,,,,,,,,,,,,,,,,,,,,,,,,,6.624193397,,,,,,,,
,PA,"Warwick H.S. Lititz, PA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.066899392,,,,,,,,
,NJ,Princeton International School of Mathematics and Science NJ,,,,,,,,,,,6.284910132,,,,,,,,,,,,,,,,,,,,,,,,,6.374802854,,,,,
,CA,Etiwanda H.S. CA,,,,,,3.076115035,,,,7.055737288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,"Santa Monica H.S. Santa Monica, CA",,,,,,,,,,,7.046608028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,Cosumnes Oaks H.S. CA,,,,,,,,,,,,,,,,,,7.02511064,,,,,,,,,,,,,,,,,,,,,,,
,VA,"Oakton H.S. Oakton, VA",,,,7.005631949,,,,,2.084762734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,"El Dorado H.S. Placentia, CA",,,,6.128323122,,,,,,,,,,,,,6.367230156,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Rockford Auburn H.S. IL,,,,,,,,,,,,,,,,,6.647819959,,,,,,,,2.144543565,,,,,,,,,,,5.796060589,,,,,
,GA,Northview H.S. GA,,,,,,,,,,,,,,6.952998084,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OH,New Philadelphia H.S. OH,,,,,,,,,,,,,,,,,,,,6.924490294,,,,,,,,,,,,,,,,,,,,,
,CA,St. Francis H.S. CA,,,,,,,,,,,,,,,,,,6.908905802,,,,,,,,,,,,,,,,,,,,,,,
,GA,"Lambert H.S. Suwanee, GA",,6.005143055,,6.289695894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CT,EO Smith H.S. CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.818874289,,,,,,,,,,,
,IL,James B. Conant H.S. IL,,,4.940083652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.811294132,,,,,
,IL,Warren Township H.S. IL,,,6.806039161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WI,Baldwin-Woodville H.S. WI,,,,6.764710014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,"Mark Keppel H.S. Alhambra, CA",,1.898065712,,,,,,,,,6.70390414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,"California H.S. San Ramon, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.692964327,,,4.375951626,,,,,
,TX,Bridgeland H.S. TX,,4.159590816,,,6.37974679,,,,,,,,4.489674606,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Dundee-Crown H.S. IL,,,3.256986231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.667954349,,,,,
,CA,The Harker School CA,,,,,,,,4.903052539,,,,,,,,,,,,,,,,,,,,,,,,,6.632987547,,,,,,,,
,CA,"Beverly Hills H.S. Beverly Hills, CA",,,,,,,,,,,6.556998705,,,,,,,,,,,,,,2.497243828,,,,,,,,,,,,,,,,
,CT,Pocono Mountain West H.S. CT,,,,,,,,,,,,,,,,,,,,,,,,6.556443231,,,,,,,,,,,,,,,,,
,CA,"California Academy of Mathematics and Science Carson, CA",,,,,,,,,,,6.551746103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Plainfield East H.S. IL,,,3.45942322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.535512169,,,,,
,IN,Bloomington H.S. South IN,,,,,,,6.512291647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TN,John Overton H.S. TN,,,,,,,,,,,6.451824653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WI,Wausau West H.S. WI,,,,6.422576793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NV,"Green Valley H.S. Henderson, NV",,,,,,,,,,,,,,,,,6.408846039,,,,,,,,,,,,,,,,,,,,,,,,
,WA,Union H.S. WA,,,,,,,,,,,6.397989349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA,Hampden Charter School of Science - West MA,,,,,,,,4.192162192,,,5.040322341,,,,,,,,,,,,,,,,,,,,,,5.355088821,,,,,,,,
,OH,Shawnee H.S. OH,,,,,,,,,,,,,,,,,,,,6.348734605,,,,,,,,,,,,,,,,,,,,,
,NC,Holly Springs H.S. NC,,,,,,,,,,,6.335215377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NY,General Douglas MacArthur H.S. NY,,,,,,,,,,,,,,,,,,,,,,,,,,6.32903246,,,,,,,,,,,,,,,
,TN,Brentwood H.S. TN,,,,,,,,,,,,,,,,,,,6.313853774,,,,,,,,,,,,,,,,,,,,,,
,IL,"Plainfield North H.S. Plainfield, IL",,,,,,,,,,,,,,,,,,,,,,,,,,4.362870449,,,,,,,,,,6.308986305,,,,,
,WA,Raisbeck Aviation H.S. WA,,,,,,,,,,,,6.307402095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FL,Lawton Chiles H.S. FL,,6.306476398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NJ,Parsippany H.S. NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.306204464,,,,,,,,,,,,,
,NJ,Bergen County Technical H.S. Teterboro NJ,,,,,,,,,,,,,,,,,,,,,,,,,,4.81006467,,,,,,,6.294548498,,,,,,,,
,PA,"West Chester East H.S. West Chester, PA",,,,,,3.451102299,,,,,,,,,,,,,2.576746079,,,,,,,,,,,,,,6.282675725,,,,,,,,
,MD,"Atholton H.S. Columbia, MD",,,,,,,,,,,,,,,,,,,,,,,,,,,,6.222678577,,,,,,,,,,,,,
,AL,Prattville H.S. AL,,,,,,,,4.91039977,,,,,,,,,,,,,,,,,,,,,,,,,6.130426834,,,,,,,,
,NY,Farmington H.S. NY,,,,,,,,,,,,,,,,,,,,,,,,6.181789332,,,,,,,,,,,,,,,,,
,IL,Prospect H.S. IL,,,6.146312666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NJ,Eastern Camden County Regional H.S. NJ,,,,,,,,,,,,,,,,,,,3.277741061,,,,,,,6.137243598,,,,,,,,,,,,,,,
,AL,James Clemens H.S. AL,,6.130686115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MN,Faribault H.S. MN,,,2.960546586,4.597646632,,,,,,,6.040445385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,Laguna Creek H.S. CA,,,,,,,,,,,,,,,,,,6.117739492,,,,,,,,,,,,,,,,,,,,,,,
,CA,Turlock H.S. CA,,,,,,,,,,,,,,,,,,6.085327627,,,,,,,,,,,,,,,,,,,,,,,
,NC,Cary H.S. NC,,,,,,,,,,,6.07183597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA,Hampden Charter School of Science - East MA,,,,,,,,4.025643055,,,4.896485563,,,,,,,,,,,,,,,,,,,,,,4.94438186,,,,,,,,
,OR,Jesuit H.S. OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05020186,,,,,
,TX,Austin Area Homeschoolers TX,5.770744037,,,,,,,,,,,,,,,,,,5.018910516,,,,,,,,,,,,,,,,,,,,,,
,NY,Northern Academy of the Arts NY,,,,,,,,,,,,,,,,,,,,,,,,,,5.956736433,,,,,,,,,,,,,,,
,NJ,Holmdel H.S. NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.918894268,,,,,,,,,,,,,
,NY,Fox Lane H.S. NY,,,,,,,,,,,5.895312147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TX,Langham Creek H.S. TX,,,,,5.877820542,,,,,,,,3.319433606,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NY,Midwood H.S. NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.857324584,,,4.375951626,,,,,
,PA,"Winchester Thurston Upper School Pittsburgh, PA",,,,,,,,,,,,,,5.839168294,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,San Francisco University H.S. CA,,,,,,,,,,,5.833639837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA,Bermudian Springs H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,,,,5.773245229,,,,,,,,,,,,,,
,FL,Navarre H.S. FL,,,,,,,,,,,5.744858149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TX,Prestonwood Christian Academy TX,5.51001765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.675598407,,,
,IL,Huntley H.S. IL,,,5.590675025,,,,,,,,,,,,,,,,,,,4.570224827,,,,,,,,,,,,,,,,,,,
,NY,Roy C. Ketcham H.S. NY,,,,5.703277403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Maine South H.S. IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.673067261,,,,,
,NY,Collegiate School NY,,,,,,,,,,,,,,,,,,,5.479617183,4.627567918,,,,,,,,,,,,,,,,,,,,,
,CA,San Ramon Valley H.S. CA,,,,,,,,4.033902479,,,,,,,,,,,,,,,,,,,,,,,,,5.658321484,,,,,,,,
,NY,Fayetteville-Manlius Senior H.S. NY,,,,,,,,,,,,,,5.647270745,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VA,"Episcopal H.S. Alexandria, VA",,,,,,,,,,,5.209403217,,,,,,4.87231525,,,,,,,,,,,,,,,,,,,,,,,,
,CT,Staples H.S. CT,,,,5.613914354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA,"Pocono Mountain West H.S. Pocono Summit, PA",,2.744940585,3.522675684,,,,,,,,5.581503447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,Quarry Lane H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.579338772,,,,,,,,
,PA,"B. Reed Henderson H.S. West Chester, PA",,,,,,4.870156951,,,,,5.071576923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CT,Paul D. Schreiber H.S. CT,,,,,,,,,,,,,,,,,,,,,,,,5.527512359,,,,,,,,,,,,,,,,,
,TX,Cypress Springs H.S. TX,,,,,5.480670505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VA,"South County H.S. Lorton, VA",,,,,,,,,,,,,,,,,,,5.449301182,,,,,,,,,,,,,,,,,,,,,,
,CA,Chadwick School CA,,,,,,,,,,,5.440418881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA,Winchester H.S. MA,,,,,,,,,,,,,,,,,,,4.888144857,,,,,,,,,,,,,,4.827340937,,,,,,,,
,UT,Wasatch H.S. UT,,,,,,3.403873138,,,,,5.402089202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NJ,PRISMS NJ,,,,,,,,,,,,,,,,,,,,,,,,,,5.396987007,,,,,,,,,,,,,,,
,OH,Worthington Kilbourne H.S. OH,,,,,,,,,,,,,,,,,,,,5.385230172,,,,,,,,,,,,,,,,,,,,,
,KY,J. Graham Brown School KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.380417255,
,IL,Saint Charles East H.S. IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3569101,,,,,
,TX,"Theodore Roosevelt H.S. San Antonio, TX",5.348906023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA,Ephrata H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.308151787,,,,,,,,
,TX,Tomball H.S. TX,,,,,3.164980292,,,,,,,,5.297816036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TX,Summer Creek H.S. TX,5.287068959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OH,Normandy H.S. OH,,,,,,,,,,,,,,,,,,,,5.275598712,,,,,,,,,,,,,,,,,,,,,
,TX,Harmony School of Advancement TX,,,,,,,,,,,,,3.123712285,,,,,,,,,,,,,,,,,5.264232521,,,,,,,,,,,
,KY,Owen County H.S. KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.258825904,
,PA,"Quaker Valley H.S. Leetsdale, PA",,,,,,,,,,,,,,5.25270161,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KY,St. John Berchmans Catholic School KY,,,,,,,,,,,,,,,,,,,,5.18601911,,,,,,,,,,,,,,,,,,,,,
,NV,"WCTA Las Vegas, NV",,,,,,,,,,,,,,,,,5.181259942,,,,,,,,,,,,,,,,,,,,,,,,
,NC,"Cornerstone Charter Academy Greensboro, NC",,,,,,,,,,,5.178617382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OH,Fort Loramie H.S. OH,,,,,,,,,,,,,,,,,,,,5.157868222,,,,,,,,,,,,,,,,,,,,,
,TX,Lake Travis H.S. TX,5.153030591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UT,Hillcrest H.S. UT,,,,,,,,,,,,,,,,,,,,5.130021303,,,,,,,,,,,,,,,,,,,,,
,NC,"Triangle Math and Science Academy Cary, NC",,,,,,,,,,,,,,,,,,,5.123335182,,,,,,,,,,,,,,,,,,,,,,
,PA,Millersburg Area H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11784673,,,,,,,,
,TX,Spring Early College Academy TX,,,,,5.115292472,,,,,,,,3.941827407,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA,Central Bucks H.S. South PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.038200885,,,,,,,,,,,,,
,TX,Tomball Memorial H.S. TX,,,,,5.033665464,,,,,,,,1.90022096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Harlem H.S. IL,,,5.014259082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KY,Larry A. Ryle H.S. KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.004366586,
,FL,"Maclay School Tallahassee, FL",,2.428580973,,,,,,,,,5.001281931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TX,Hendrickson H.S. TX,3.6733451,,,,,,,,,,,,4.979150409,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,"South Pasadena H.S. South Pasadena, CA",,,,,,,,,,,,,,,,,,,4.968278379,,,,,,,,,,,,,,,,,,,,,,
,IL,Leyden H.S. IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96516856,,,,,
,IL,George Washington H.S. IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.945078283,,,,,
,TX,Kingwood H.S. TX,,,,,,,,,,,,,4.923620851,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MI,Rochester H.S. MI,,,,,,,,,,,,,,,,,,,1.488981389,,,,,,,,,,,4.889004207,,,,,,,,,,,
,PA,Kutztown Area H.S. PA,,3.18174849,,,,4.067946519,,,,,,,,,,,,,,,,,,3.873499709,,,,,,,,,,,,,,,,,
,NY,Saint Ignatius Loyola School NY,,,,,,4.863355056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GA,Fulton County Schools Innovation Academy GA,,,,4.855791361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NY,Brentwood H.S. NY,,,,,,,,4.830771666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TX,Carl Wunsche Senior H.S. TX,,,,,4.593830618,,,,,,,,4.025696076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,Gabrielino H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.827340937,,,,,,,,
,CA,"Agoura H.S. Agoura Hills, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.827340937,,,,,,,,
,VA,"BASIS Independent McLean McLean, VA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.827340937,,,,,,,,
,CT,Cheshire Academy CT,,,,,,,,,,,4.792243975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA,Central York H.S. PA,,,,,,4.77662856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FL,Pensacola H.S. FL,,4.159590816,4.355865063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Naper Valley Homeschool IL,,,4.752604196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.761866004,,,,
,WI,Marshfield H.S. WI,,,,4.734339288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MD,John Carroll School MD,,,,,,,,,,,4.664693755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AZ,Millennium H.S. AZ,,,,,,,,,,,,,,,,,,,,4.627567918,,,,,,,,,,,,,,,,,,,,,
,OH,Russia H.S. OH,,,,,,,,,,,,,,,,,,,,4.627567918,,,,,,,,,,,,,,,,,,,,,
,AZ,Hamilton H.S. AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.627093268,,,,,,,,,,,
